# timestamp sample_interval gyro_x gyro_y gyro_z accel_x accel_y accel_z
0.0 0.01 0.0023536457913212044 -0.0050575764953358394 0.6259024404426989 -0.36588623927230357 -0.045021670443099765 0.09988678681887575
0.01 0.01 0.002017276909030185 -0.012437419794535954 0.6247267431220128 -0.2829186797253621 -0.11554677896243878 -0.10262960137601207
0.02 0.01 0.005156477766244433 -0.004043235463325448 0.6218306606619418 -0.4397809964922026 0.06731319061504293 0.06564780675144388
0.03 0.01 0.015511415585837771 0.003025150787091311 0.6318529928430971 -0.1576139853097484 0.09499442896004522 -0.008410679097772657
0.04 0.01 -0.0070173721479271055 -0.007627302709552544 0.6293182625627853 -0.44595013439730935 -0.03885452898895829 -0.18544116593349919
0.05 0.01 -0.003984045682806431 2.259662799764247e-05 0.6399533423968454 -0.30842991559038085 -0.1099088383624669 0.08207907103209207
0.06 0.01 0.010988577452014736 -0.014810572227810516 0.6318101285479231 -0.41380454799358857 0.13105002843841215 -0.013004617732848299
0.07 0.01 -0.0036264360142518577 -0.0018686365148593575 0.6157728212421005 -0.4181985052381439 -0.08959890681310399 -0.04764267971405475
0.08 0.01 0.004930966793032749 0.0041215411332956265 0.6333636460465432 -0.5201211657224275 0.029861211870471138 0.0005161712597126218
0.09 0.01 -0.02093665933068735 -0.0011809514229056534 0.6169805330971606 -0.3314143039400527 0.02186849458010408 -0.02716404129104833
0.1 0.01 0.0026150739390047003 0.013673464659775609 0.6269960403865659 -0.5363146662552545 -0.014269482635043884 0.0405807729142009
0.11 0.01 0.013598184784416815 -0.003924058016033433 0.6216745715447125 -0.44193063593521537 -0.0069672069172496826 -0.20436859711738725
0.12 0.01 0.003040747208672373 0.007149770619690442 0.6355035451737291 -0.46690735448283044 0.028593266601844473 -0.05852995131285896
0.13 0.01 0.016753592889478492 -0.013855869299024883 0.6374401417575508 -0.4527136505325824 -0.13863095836867045 0.19900197805534592
0.14 0.01 -0.006794284115451078 0.0035243755924175696 0.6381128852415187 -0.30580237122720266 0.08443191557926379 0.12387878239335932
0.15 0.01 -0.013694502405856296 -0.006272945279969454 0.6433433493036675 -0.3690790375033183 -0.11599559416840333 -0.06398757177576873
0.16 0.01 0.003605095525631801 -0.0007572982944304126 0.6366362702289501 -0.4268590837003439 -0.194259443671587 0.11605209060768065
0.17 0.01 0.0025683601926520163 0.010707900010841136 0.6312200914334086 -0.3201379026451954 -0.2140904013581289 0.10173979468077021
0.18 0.01 0.0007485112198444935 -0.01133176952286004 0.6297997964782415 -0.18016547940771233 -0.20011716997244086 0.11149609291254403
0.19 0.01 0.010379904126867139 0.005929263053837691 0.6208059128930072 -0.3926654599910659 -0.020889974589652756 -0.07590819947891428
0.2 0.01 0.000999635083317145 0.00935535513170464 0.6444649015995467 -0.39528243149495873 -0.07405609816169194 -0.13529058076722023
0.21 0.01 0.010896031927461866 0.01165677326533618 0.644747168889422 -0.5356984906969855 -0.00767175397662076 0.006249501618904825
0.22 0.01 0.01694244163297075 0.002659227714347771 0.6361592199315014 -0.4722858686937949 -0.0959233594742522 -0.15984114502080213
0.23 0.01 0.01073930560647575 0.005171671841578172 0.6293267874275009 -0.5028501377312533 0.009855286419846614 -0.05226959702988582
0.24 0.01 -0.00899898562337881 0.012772423820883097 0.6434574117654879 -0.3330660184781511 -0.20898386732584776 0.052477522855170655
0.25 0.01 -0.0036837928892016055 -0.01507524334625183 0.6351772431203814 -0.4637147062265827 -0.13820669610596273 0.021943248235698876
0.26 0.01 -0.0015208732931358934 0.002605232588696204 0.6357457450492395 -0.4067247091830857 -0.29986967316029445 0.15771359247730496
0.27 0.01 0.007879732563334896 0.002670800950934229 0.6148797863527995 -0.47448517213409963 -0.11620443007563616 0.06208162880617796
0.28 0.01 0.013371994485017703 3.138605015178901e-06 0.6463212443612812 -0.14336285221569686 0.004305480861139521 -0.10173107114009367
0.29 0.01 0.004003969271935146 -0.003942302052491943 0.6248445381233311 -0.39050335380326706 -0.24310940020336588 0.07879345879469372
0.3 0.01 -0.007383034907616919 -0.017119146043746775 0.6308584770472301 -0.3938897437554428 -0.12610240887744403 -0.09432470392751045
0.31 0.01 0.012339090626551466 -0.0018961350444582708 0.6266491990024848 -0.4613707118988318 0.010904810763651726 0.06358026428083849
0.32 0.01 0.010572477732060706 -0.006782090062652222 0.6277987741411144 -0.2936208533210264 -0.06494562198467708 -0.1149879271492293
0.33 0.01 -0.009961187235705717 0.025498795752866732 0.6436410340168914 -0.371876444339627 -0.1605687710774612 0.13324876247764472
0.34 0.01 -0.00038686432675808375 0.011048636218868764 0.6263050699163326 -0.5187428989524022 -0.10486733458920679 0.08101973145846048
0.35000000000000003 0.01 -0.0054472612455790685 -0.015853736224583782 0.6290602188268851 -0.4141015492328429 -0.07379929642515579 0.0357174978832859
0.36 0.01 0.004252219170197245 0.0012298693168646185 0.6326547727860544 -0.5403429429484643 -0.012254059071614712 0.10769735724218443
0.37 0.01 0.02005153827772285 -0.0012683146523892515 0.6436184110010182 -0.442229013313225 -0.08190948920356647 0.0009136981820228248
0.38 0.01 0.011625383559806007 -0.010725513861432402 0.6167528632366082 -0.4415695664947596 0.08160398279645616 -0.09050610957208907
0.39 0.01 -0.002609411780229016 -0.008403430786940183 0.6299685926688194 -0.3428596515431302 0.06941465232687793 -0.1919393660036392
0.4 0.01 0.012031497623215386 -0.0021134510243528454 0.6394823846974836 -0.37399605362279625 -0.09100213463292842 0.22369711291208594
0.41000000000000003 0.01 -0.0012623804112532303 0.014267312100280307 0.6316120243853395 -0.35731247334551247 -0.09109597709685271 -0.09864485794216311
0.42 0.01 0.007428602132954147 -0.0006780430673367421 0.6199713140416965 -0.2242976712628826 -0.08286101811753112 0.006271616499001546
0.43 0.01 0.01620469760217374 -0.009542281494195795 0.6339789569129873 -0.41626718397938856 -0.021718683073032777 0.06481976714740102
0.44 0.01 0.004304230446548616 -0.00038277258568349517 0.6254876798434198 -0.40034249956444484 -0.25780361782430566 0.25754599675414896
0.45 0.01 0.0001286334786283623 -0.00021667873996339672 0.6163313993970196 -0.31061883153646286 0.06213964487734307 0.21292016743693784
0.46 0.01 0.004675161030373907 0.001861280458491345 0.6314795651240626 -0.4209562091147998 -0.10747471246040946 -0.06299553950078675
0.47000000000000003 0.01 -0.002000481097605433 -0.006864823031499017 0.6357771366176003 -0.4200983363693603 -0.04619700274221074 -0.0875228093150644
0.48 0.01 0.010029290354173529 0.0016120957136408047 0.6226897187532746 -0.33701448554860947 -0.18292865653109852 0.046344252294122375
0.49 0.01 -0.0017999033840489745 0.0030322031260888015 0.6240855735413576 -0.30586452003351416 -0.12990674044060055 -0.07476195769002351
0.5 0.01 0.010647117822221138 0.023034061873217406 0.6436107792335308 -0.506258026740929 -0.14970358310293058 0.10515623425397361
0.51 0.01 -0.001433495685366038 0.011025626902279468 0.6479132560340646 -0.3895002401241966 -0.25655203257267434 -0.06947086799268981
0.52 0.01 -0.0011913013254473681 0.006284332485844718 0.61698640836998 -0.39051357011446786 -0.00755608275692618 -0.005774672565693618
0.53 0.01 0.0073912104871359545 0.007723711825499949 0.6390910795611472 -0.22006676290353192 -0.12997801894829744 0.001297355131263052
0.54 0.01 0.010610138840443723 0.005172529988433045 0.6198303737882643 -0.3342689737689091 -0.06712658382638113 -0.004208353641450325
0.55 0.01 0.008713204702470034 0.01201673375480319 0.6173724174257209 -0.3085316112395791 -0.020390038585835282 0.2192165437777064
0.56 0.01 -0.014844826613191087 0.013820611773047232 0.6100450852570761 -0.39065018450891265 -0.16622734764730296 -0.02953655603749535
0.5700000000000001 0.01 0.010641436055198532 -0.015101586808604444 0.6381739564318227 -0.14095621648320694 -0.06147880079000992 0.026265365896834914
0.58 0.01 0.012523221560664521 -0.009114930143864783 0.6350393477352534 -0.43598226267581963 -0.17618688073960603 -0.09751303883306063
0.59 0.01 -0.010882818459524905 -0.0015088694094552324 0.626933137196265 -0.4029906609114492 -0.09951381540075849 0.13120837433108506
0.6 0.01 -0.009583985740220863 -0.009464702847315706 0.6434873151112134 -0.5051882270670307 -0.21431898018937529 0.2754326942724058
0.61 0.01 -0.013498065260446094 -0.00037707708202109057 0.6296616860697168 -0.4911936918422867 -0.029431614458230893 -0.0430506413646734
0.62 0.01 -0.009032560230811027 0.006551414155086488 0.6364773328532405 -0.3183907849963548 -0.10610056157888056 0.06489617390319645
0.63 0.01 0.0075757182659340954 -0.011779831015984206 0.6141706629857904 -0.3841550481595794 -0.2645962691966019 -0.09788816567830194
0.64 0.01 -0.007566407347601484 -0.0045438000778101565 0.6364628276368337 -0.32405878793708504 -0.20742160310956975 -0.11015882800997277
0.65 0.01 -0.010663866867808427 -0.008723412867452877 0.63117775546665 -0.41401978024624886 -0.1073130864765936 0.00889943337355515
0.66 0.01 0.007341581969321988 -0.012029884032220224 0.6129453903891782 -0.16366695101232448 -0.03251388997983479 -0.14785025562357887
0.67 0.01 0.009308631053625319 -0.01022922558106549 0.6274943783384047 -0.1867385787813661 -0.016650561646881307 -0.2620868973755415
0.68 0.01 0.0016311659729704889 0.018612117072330406 0.6208913986294307 -0.4729343654647301 -0.17776312066579947 -0.0626837470858636
0.6900000000000001 0.01 -0.011276715363141992 0.005380183939352052 0.6375779498362304 -0.3754904332131218 -0.07311505847095526 -0.03541123553541979
0.7000000000000001 0.01 0.004011031638328397 -0.012075430951131757 0.6423087021079579 -0.33039986763404655 -0.08272682860212152 0.0586745169824643
0.71 0.01 -0.0005280993010222924 -0.0134918869933501 0.6332053612634919 -0.25704617809174096 -0.22692858404617056 0.08248325443593194
0.72 0.01 -0.006531212287141763 -0.006942868989635056 0.6333664339189695 -0.23673462785007557 -0.00844450441983255 0.1995888488786009
0.73 0.01 -0.004302555258731025 0.008288890693004612 0.6297717128566872 -0.34245301057447913 -0.22710634009665562 0.042210481442900426
0.74 0.01 -0.020075048640936552 -0.0024770009060517007 0.6236403083869738 -0.30791877981753335 -0.052004347409106005 0.12940273050106366
0.75 0.01 0.007700912685677205 -0.0051492086925318805 0.6444543450767444 -0.31525219335259 -0.17939063971616392 -0.001836581894185866
0.76 0.01 -0.004215619070164276 0.0011951464965292368 0.6271979760256863 -0.445813878681533 -0.35679466258331227 0.044920061609671075
0.77 0.01 -0.023657033955995842 0.0021289794604789076 0.6360478320878532 -0.44602664283114657 -0.16204476215712946 -0.17361331413116327
0.78 0.01 0.00988358046214459 -0.0019253251029458574 0.6164423586723748 -0.4361403244459757 -0.3609447319949818 0.009205428159910474
0.79 0.01 0.014201497375622624 -0.011176857878624753 0.6148049784938704 -0.36264936657371055 -0.24214888197368056 -0.04315339491773004
0.8 0.01 0.021547294798081568 0.0032762992489757765 0.652305737980792 -0.28304841735683206 -0.14170396343464092 0.06698746272373245
0.81 0.01 0.014807426862819327 -0.004662766305074306 0.6158953660450565 -0.40229233106746787 -0.26382300929147806 -0.31293067236270544
0.8200000000000001 0.01 -0.0014752818013614997 0.013154934068538212 0.6287335371317849 -0.2943333551197744 -0.34117642418071437 -0.14108172323000262
0.8300000000000001 0.01 0.008177000237682027 -0.007311168911886478 0.6257126739828855 -0.37032506550290756 -0.1719180199601731 -0.03736030116890537
0.84 0.01 -0.01795621731716914 -0.01268184658668841 0.6239075150285252 -0.20784553295739483 -0.1759530087263363 0.14874818759368025
